category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (PRIMARY),TELOK KURAU PRIMARY SCHOOL,PRIMARY,NA,50 BEDOK RESERVOIR RD,479239,Singapore,1.33082,103.91141
EDUCATION (PRIMARY),TEMASEK PRIMARY SCHOOL,PRIMARY,NA,501 BEDOK SOUTH AVE 3,469300,Singapore,1.3175,103.94549
EDUCATION (PRIMARY),TOWNSVILLE PRIMARY SCHOOL,PRIMARY,NA,3 ANG MO KIO AVE 10,569730,Singapore,1.36005,103.85378
EDUCATION (PRIMARY),UNITY PRIMARY SCHOOL,PRIMARY,NA,21 CHOA CHU KANG CRESCENT,688268,Singapore,1.40325,103.74729
EDUCATION (PRIMARY),WATERWAY PRIMARY SCHOOL,PRIMARY,NA,70 Punggol Drive,828802,Singapore,1.39905,103.91847
EDUCATION (PRIMARY),WELLINGTON PRIMARY SCHOOL,PRIMARY,NA,10 WELLINGTON CIRCLE,757702,Singapore,1.45191,103.82232
EDUCATION (PRIMARY),WEST GROVE PRIMARY SCHOOL,PRIMARY,NA,1 JURONG WEST ST 72,649223,Singapore,1.34468,103.69894
EDUCATION (PRIMARY),WEST SPRING PRIMARY SCHOOL,PRIMARY,NA,60 Bukit Panjang Ring Road,679946,Singapore,1.38937,103.76625
EDUCATION (PRIMARY),WEST VIEW PRIMARY SCHOOL,PRIMARY,NA,31 SENJA ROAD,677742,Singapore,1.38362,103.76
EDUCATION (PRIMARY),WESTWOOD PRIMARY SCHOOL,PRIMARY,NA,1 Jurong West Street 73,649188,Singapore,1.34763,103.70052
EDUCATION (PRIMARY),WHITE SANDS PRIMARY SCHOOL,PRIMARY,NA,2 PASIR RIS ST 11,519075,Singapore,1.36551,103.96123
EDUCATION (PRIMARY),WOODGROVE PRIMARY SCHOOL,PRIMARY,NA,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL,738079,Singapore,1.43333,103.79058
