category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pasir Ris Central Blk 426 (DS),ELEMENTARY,KINDERGARTEN,426-1/2 Pasir Ris Drive 6  #01-73/61 S(510426),510426,Singapore,1.369958394,103.9557879
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pasir Ris East Blk 216 (KN),ELEMENTARY,KINDERGARTEN,216 Pasir Ris Street 21 Blk 213 #01-184 S(510216),510216,Singapore,1.369022769,103.9609132
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pasir Ris West Blk 517 (KN),ELEMENTARY,KINDERGARTEN,517 Pasir Ris Street 52 Blk 511 #01-57 S(510517),510517,Singapore,1.374681006,103.9438503
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Paya Lebar Blk 125 (KN),ELEMENTARY,KINDERGARTEN,125 Hougang Avenue 1 Blk 115 #01-1470 S(530125),530125,Singapore,1.352409828,103.8864916
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Paya Lebar Blk 23 (KN),ELEMENTARY,KINDERGARTEN,23 Hougang Avenue 3  #01-303 S(530023),530023,Singapore,1.364866659,103.890728
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pioneer Blk 642 (KN),ELEMENTARY,KINDERGARTEN,642 Jurong West Street 61  #01-60 S(640642),640642,Singapore,1.340369892,103.6958398
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pioneer Blk 654B (KN),ELEMENTARY,KINDERGARTEN,"654B Jurong West Street 61 Blk 652A, 652B, 654A, 654C #01-490 S(642654)",642654,Singapore,1.336161148,103.6979399
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pioneer Blk 662B (KN),ELEMENTARY,KINDERGARTEN,662B Jurong West Street 64 Blk 662C #01-312 S(642662),642662,Singapore,1.337019488,103.7033883
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Pioneer Blk 665A (KN),ELEMENTARY,KINDERGARTEN,665A Jurong West Street 64 Blk 665B #01-160 S(641665),641665,Singapore,1.340093191,103.7031243
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Potong Pasir Blk 14 (KN),ELEMENTARY,KINDERGARTEN,14 Joo Seng Road Blk 15 #01-103 S(360014),360014,Singapore,1.336073643,103.8798538
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),ELEMENTARY,KINDERGARTEN,143 Potong Pasir Avenue 2  #01-24 S(350143),350143,Singapore,1.332907604,103.8661689
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),ELEMENTARY,KINDERGARTEN,"303A, PUNGGOL CENTRAL, #01 - 782, SINGAPORE 821303",821303,Singapore,1.403777884,103.9057622
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Punggol Coast Blk 676B (DS),ELEMENTARY,KINDERGARTEN,676B Punggol Drive  #02-724 S(822676),822676,Singapore,1.404891404,103.9102098
